user_id,income,expense,saving_amount,saving_rate,needs_ratio,wants_ratio,investment_rate,debt_ratio,dti_score,impulsive_ratio,budget_adherence,monthly_balance,cashflow,transaction_frequency,eom_spending_ratio,income_frequency,dependents,age,financial_literacy_score,segment,year_month,health_score_numeric,health_label,saving_rate_norm,wants_ratio_norm,impulsive_ratio_norm,budget_adherence_norm,dti_score_norm,investment_rate_norm
USR0003,79674045.82000001,4.32,79674041.50000001,0.9999999457790809,0.9999999997685185,0.0,0.0,0.0,0.0,0.0,0.0,79674041.50000001,Positif,1,0.0,2,0,47,0.7482328806009892,A (Low Debt),2018-04,80.0,Excellent,0.9999999836835191,0.0,0.0,0.0,0.0,0.0
USR0003,79674045.82000001,39.44,79674006.38000001,0.9999995049830896,0.9999999999746452,0.0,0.0,0.0,0.0,0.0,0.0,79674006.38000001,Positif,1,0.0,1,0,20,0.6446728079851691,A (Low Debt),2018-05,80.0,Excellent,0.9999995428875111,0.0,0.0,0.0,0.0,0.0
USR0003,79674045.82000001,9.56,79674036.26,0.999999880011114,0.9999999998953975,0.0,0.0,0.0,0.0,0.0,0.0,79674036.26,Positif,1,0.0,1,1,34,0.5023383749428478,A (Low Debt),2018-06,80.0,Excellent,0.9999999179155497,0.0,0.0,0.0,0.0,0.0
USR0003,2000.0,242.16,1757.84,0.8789199999995605,0.0,0.0,0.0,0.12107999999993946,12.107999999993947,0.0,0.0,1757.84,Positif,1,0.0,1,3,26,0.5102753774936293,A (Low Debt),2018-07,76.37,Sehat,0.8789200333145312,0.0,0.0,0.0,0.12107999999993947,0.0
USR0003,2000.0,353.83,1646.17,0.8230849999995885,0.0,0.0,0.0,0.17691499999991153,17.69149999999115,0.0,0.0,1646.17,Positif,1,0.0,1,0,36,0.49570051415247013,A (Low Debt),2018-10,74.69,Sehat,0.8230850311981647,0.0,0.0,0.0,0.17691499999991153,0.0
USR0003,79674045.82000001,55.04,79673990.78,0.9999993091853258,0.9999999999818314,0.0,0.0,0.0,0.0,0.0,0.0,79673990.78,Positif,1,1.0,1,0,31,0.6752582379372203,A (Low Debt),2018-12,80.0,Excellent,0.9999993470897398,0.0,0.0,0.0,0.0,0.0
USR0003,79674045.82000001,30.0,79674015.82000001,0.9999996234658389,0.9999999999666667,0.0,0.0,0.0,0.0,0.0,0.0,79674015.82000001,Positif,1,0.0,1,2,48,0.4142490252121836,A (Low Debt),2019-02,80.0,Excellent,0.9999996613702649,0.0,0.0,0.0,0.0,0.0
USR0003,79674045.82000001,174.98000000000002,79673870.84,0.99999780380175,0.9599954280434336,0.0400045719508515,0.0,0.0,0.0,6.390068008580947e-07,0.0,79673870.84,Positif,3,0.4286204137615727,2,1,33,1.0,A (Low Debt),2019-07,79.0,Sehat,0.999997841706107,0.0400045719508515,6.390068008580947e-07,0.0,0.0,0.0
USR0003,79674045.82000001,27.71,79674018.11000001,0.9999996522079466,0.999999999963912,0.0,0.0,0.0,0.0,0.0,0.0,79674018.11000001,Positif,1,0.0,1,4,32,0.4686423781597688,A (Low Debt),2019-09,80.0,Excellent,0.9999996901123737,0.0,0.0,0.0,0.0,0.0
USR0004,79674045.82000001,166.77,79673879.05000001,0.9999979068465988,0.0,0.0639203693706067,0.0,1.9593582626980494e-06,0.00019593582626980494,9.731160710210414e-07,0.0,79673879.05000001,Positif,2,0.93607963062901,2,2,51,0.25646210636306327,A (Low Debt),2018-02,78.4,Sehat,0.9999979447509597,0.0639203693706067,9.731160710210414e-07,0.0,1.9593582626980494e-06,0.0
USR0004,79674045.82000001,5.09,79674040.73,0.999999936114704,0.9999999998035364,0.0,0.0,0.0,0.0,0.0,0.0,79674040.73,Positif,1,1.0,1,0,44,0.5274603163741626,A (Low Debt),2018-04,80.0,Excellent,0.9999999740191418,0.0,0.0,0.0,0.0,0.0
USR0004,79674045.82000001,74.97,79673970.85000001,0.9999990590411315,0.0,0.9999999999866613,0.0,0.0,0.0,6.843762837190194e-06,0.0,79673970.85000001,Positif,1,0.0,1,2,46,0.5200923802007648,A (Low Debt),2018-06,55.0,Cukup,0.9999990969455361,0.9999999999866613,6.843762837190194e-06,0.0,0.0,0.0
USR0004,79674045.82000001,18.0,79674027.82000001,0.9999997740795034,0.0,0.9999999999444444,0.0,0.0,0.0,1.643160345063672e-06,0.0,79674027.82000001,Positif,1,0.0,1,0,43,0.42894973118911117,A (Low Debt),2018-09,55.0,Cukup,0.9999998119839351,0.9999999999444444,1.643160345063672e-06,0.0,0.0,0.0
USR0004,79674045.82000001,15.66,79674030.16000001,0.999999803449168,0.9999999999361431,0.0,0.0,0.0,0.0,0.0,0.0,79674030.16000001,Positif,1,0.0,1,2,32,0.35281662157165816,A (Low Debt),2018-10,80.0,Excellent,0.9999998413536008,0.0,0.0,0.0,0.0,0.0
USR0004,79674045.82000001,30.0,79674015.82000001,0.9999996234658389,0.9999999999666667,0.0,0.0,0.0,0.0,0.0,0.0,79674015.82000001,Positif,1,0.0,2,0,48,0.2525657950893516,A (Low Debt),2018-12,80.0,Excellent,0.9999996613702649,0.0,0.0,0.0,0.0,0.0
USR0004,79674045.82000001,10.69,79674035.13000001,0.9999998658283273,0.0,0.9999999999064546,0.0,0.0,0.0,9.758546715961473e-07,0.0,79674035.13000001,Positif,1,0.0,2,0,49,0.4032273677523802,A (Low Debt),2019-02,55.0,Cukup,0.9999999037327625,0.9999999999064546,9.758546715961473e-07,0.0,0.0,0.0
USR0004,79674045.82000001,60.0,79673985.82000001,0.9999992469316779,0.9999999999833334,0.0,0.0,0.0,0.0,0.0,0.0,79673985.82000001,Positif,1,0.0,1,0,46,0.5645825740186351,A (Low Debt),2019-03,80.0,Excellent,0.9999992848360896,0.0,0.0,0.0,0.0,0.0
USR0004,79674045.82000001,60.0,79673985.82000001,0.9999992469316779,0.9999999999833334,0.0,0.0,0.0,0.0,0.0,0.0,79673985.82000001,Positif,1,0.0,2,1,26,0.6343803061109377,A (Low Debt),2019-06,80.0,Excellent,0.9999992848360896,0.0,0.0,0.0,0.0,0.0
USR0005,79674045.82000001,838.46,79673207.36000001,0.9999894763722443,0.025427569591840483,0.0,0.0,1.0256037478579745e-05,0.0010256037478579745,0.0,0.0,79673207.36000001,Positif,2,0.0,1,1,32,0.7799486829739095,A (Low Debt),2018-04,80.0,Excellent,0.9999895142762857,0.0,0.0,0.0,1.0256037478579745e-05,0.0
USR0005,79674045.82000001,3.5,79674042.32000001,0.9999999560710146,0.0,0.9999999997142857,0.0,0.0,0.0,3.1950340042904735e-07,0.0,79674042.32000001,Positif,1,1.0,2,0,26,0.7710314502784952,A (Low Debt),2018-06,55.0,Cukup,0.9999999939754531,0.9999999997142857,3.1950340042904735e-07,0.0,0.0,0.0
USR0005,79674045.82000001,46.7,79673999.12,0.9999994138618226,0.0,0.9999999999785868,0.0,0.0,0.0,4.263088228581861e-06,0.0,79673999.12,Positif,1,1.0,4,4,54,0.31561063374095055,A (Low Debt),2018-09,55.0,Cukup,0.9999994517662406,0.9999999999785868,4.263088228581861e-06,0.0,0.0,0.0
USR0005,79674045.82000001,25.48,79674020.34,0.9999996801969858,0.5290423861644803,0.47095761379627327,0.0,0.0,0.0,1.0954402300424482e-06,0.0,79674020.34,Positif,2,0.47095761381475665,2,1,25,0.296697596878714,A (Low Debt),2018-12,68.23,Sehat,0.999999718101414,0.47095761379627327,1.0954402300424482e-06,0.0,0.0,0.0
USR0005,79674045.82000001,587.77,79673458.05000001,0.9999926228172055,0.16387362403633415,0.0,0.0,6.168257114873847e-06,0.0006168257114873847,0.0,0.0,79673458.05000001,Positif,3,0.0532861493441312,2,1,41,0.37801227526734726,A (Low Debt),2019-01,80.0,Excellent,0.9999926607213661,0.0,0.0,0.0,6.168257114873847e-06,0.0
USR0005,79674045.82000001,3.02,79674042.80000001,0.9999999620955612,0.0,0.9999999996688741,0.0,0.0,0.0,2.756857912273494e-07,0.0,79674042.80000001,Positif,1,0.0,2,1,33,0.5236950662777192,A (Low Debt),2019-02,55.0,Cukup,1.0,0.9999999996688741,2.756857912273494e-07,0.0,0.0,0.0
USR0005,79674045.82000001,16.92,79674028.9,0.9999997876347332,0.17848699762538492,0.8215130023155134,0.0,0.0,0.0,1.2688849331325023e-06,0.0,79674028.9,Positif,2,0.0,1,3,40,0.3749086499190122,A (Low Debt),2019-05,59.46,Cukup,0.9999998255391653,0.8215130023155134,1.2688849331325023e-06,0.0,0.0,0.0
USR0005,79674045.82000001,23.0,79674022.82000001,0.9999997113238098,0.9999999999565218,0.0,0.0,0.0,0.0,0.0,0.0,79674022.82000001,Positif,1,0.0,2,1,37,0.47715342878845,A (Low Debt),2019-06,80.0,Excellent,0.9999997492282391,0.0,0.0,0.0,0.0,0.0
USR0005,1390.37,134.12,1256.25,0.9035364687091181,0.0,0.9999999999925441,0.0,0.0,0.0,1.2243370304441093e-05,0.0,1256.25,Positif,2,0.0,1,3,48,0.468376777121051,A (Low Debt),2019-09,52.11,Cukup,0.9035365029571621,0.9999999999925441,1.2243370304441093e-05,0.0,0.0,0.0
USR0006,79674045.82000001,13.13,79674032.69000001,0.999999835203549,0.0,0.9999999999238385,0.0,0.0,0.0,1.1985941850381119e-06,0.0,79674032.69000001,Positif,1,0.0,2,2,45,0.5596378963360209,A (Low Debt),2018-03,55.0,Cukup,0.999999873107983,0.9999999999238385,1.1985941850381119e-06,0.0,0.0,0.0
USR0006,2000.0,27.77,1972.23,0.9861149999995069,0.0,0.9999999999639899,0.0,0.0,0.0,2.5350312656898983e-06,0.0,1972.23,Positif,1,0.0,1,0,47,0.5051658540179647,A (Low Debt),2018-05,54.58,Cukup,0.986115037377644,0.9999999999639899,2.5350312656898983e-06,0.0,0.0,0.0
USR0006,2000.0,7.57,1992.43,0.9962149999995019,0.9999999998678996,0.0,0.0,0.0,0.0,0.0,0.0,1992.43,Positif,1,1.0,1,3,30,0.6137429577512193,A (Low Debt),2018-06,79.89,Sehat,0.9962150377604738,0.0,0.0,0.0,0.0,0.0
USR0006,79674045.82000001,44.25,79674001.57000001,0.9999994446121124,0.9999999999774012,0.0,0.0,0.0,0.0,0.0,0.0,79674001.57000001,Positif,1,0.0,1,0,36,0.45285606395472905,A (Low Debt),2018-07,80.0,Excellent,0.9999994825165316,0.0,0.0,0.0,0.0,0.0
USR0006,79674045.82000001,31.2,79674014.62,0.9999996084044724,0.9999999999679487,0.0,0.0,0.0,0.0,0.0,0.0,79674014.62,Positif,1,0.0,1,0,31,0.639017300527863,A (Low Debt),2018-10,80.0,Excellent,0.9999996463088978,0.0,0.0,0.0,0.0,0.0
USR0006,2000.0,13.13,1986.87,0.9934349999995032,0.0,0.9999999999238385,0.0,0.0,0.0,1.1985941850381119e-06,0.0,1986.87,Positif,1,0.0,1,0,47,0.2212643016320166,A (Low Debt),2018-12,54.8,Cukup,0.9934350376551009,0.9999999999238385,1.1985941850381119e-06,0.0,0.0,0.0
USR0006,79674045.82000001,41.83,79674003.99000001,0.9999994749858682,0.9999999999760938,0.0,0.0,0.0,0.0,0.0,0.0,79674003.99000001,Positif,1,0.0,2,0,43,0.436890881059405,A (Low Debt),2019-06,80.0,Excellent,0.9999995128902885,0.0,0.0,0.0,0.0,0.0
USR0006,79674045.82000001,65.0,79673980.82000001,0.9999991841759844,0.9999999999846153,0.0,0.0,0.0,0.0,0.0,0.0,79673980.82000001,Positif,1,0.0,1,2,50,0.5605063320943632,A (Low Debt),2019-07,80.0,Excellent,0.9999992220803937,0.0,0.0,0.0,0.0,0.0
USR0006,79674045.82000001,3.02,79674042.80000001,0.9999999620955612,0.0,0.9999999996688741,0.0,0.0,0.0,2.756857912273494e-07,0.0,79674042.80000001,Positif,1,1.0,2,1,48,0.474026719917771,A (Low Debt),2019-08,55.0,Cukup,1.0,0.9999999996688741,2.756857912273494e-07,0.0,0.0,0.0
USR0006,79674045.82000001,75.0,79673970.82000001,0.9999990586645974,0.9999999999866667,0.0,0.0,0.0,0.0,0.0,0.0,79673970.82000001,Positif,1,0.0,1,1,24,0.24034659883100945,A (Low Debt),2019-09,80.0,Excellent,0.999999096569002,0.0,0.0,0.0,0.0,0.0
USR0007,154.13,35.95,118.17999999999999,0.7667553363993593,0.9999999999721837,0.0,0.0,0.0,0.0,0.0,0.0,118.17999999999999,Positif,1,0.0,1,2,54,0.31790790068229424,A (Low Debt),2018-02,73.0,Sehat,0.7667553654627912,0.0,0.0,0.0,0.0,0.0
USR0007,79674045.82000001,74.99,79673970.83000001,0.9999990587901089,0.9999999999866649,0.0,0.0,0.0,0.0,0.0,0.0,79673970.83000001,Positif,1,1.0,1,1,32,0.37010639411670776,A (Low Debt),2018-03,80.0,Excellent,0.9999990966945135,0.0,0.0,0.0,0.0,0.0
USR0007,79674045.82000001,10.69,79674035.13000001,0.9999998658283273,0.0,0.9999999999064546,0.0,0.0,0.0,9.758546715961473e-07,0.0,79674035.13000001,Positif,1,0.0,1,4,28,0.3426705653587334,A (Low Debt),2018-05,55.0,Cukup,0.9999999037327625,0.9999999999064546,9.758546715961473e-07,0.0,0.0,0.0
USR0007,79674045.82000001,67.18,79673978.64,0.9999991568145019,0.9999999999851146,0.0,0.0,0.0,0.0,0.0,0.0,79673978.64,Positif,2,0.5011908306043465,1,2,50,0.49884755822255195,A (Low Debt),2018-07,80.0,Excellent,0.9999991947189102,0.0,0.0,0.0,0.0,0.0
USR0007,79674045.82000001,35.0,79674010.82000001,0.9999995607101454,0.9999999999714286,0.0,0.0,0.0,0.0,0.0,0.0,79674010.82000001,Positif,1,0.0,1,1,42,0.3252526966503496,A (Low Debt),2018-11,80.0,Excellent,0.999999598614569,0.0,0.0,0.0,0.0,0.0
USR0007,79674045.82000001,14.74,79674031.08000001,0.9999998149962156,0.0,0.9999999999321574,0.0,0.0,0.0,1.3455657492354737e-06,0.0,79674031.08000001,Positif,1,1.0,1,1,35,0.6509557567414486,A (Low Debt),2019-04,55.0,Cukup,0.9999998529006489,0.9999999999321574,1.3455657492354737e-06,0.0,0.0,0.0
USR0007,79674045.82000001,765.68,79673280.14,0.9999903898441189,0.0,0.0,0.0,9.610155880998286e-06,0.0009610155880998286,0.0,0.0,79673280.14,Positif,1,1.0,2,1,39,0.38485129948929314,A (Low Debt),2019-05,80.0,Excellent,0.9999904277481949,0.0,0.0,0.0,9.610155880998286e-06,0.0
USR0007,79674045.82000001,10.69,79674035.13000001,0.9999998658283273,0.9999999999064546,0.0,0.0,0.0,0.0,0.0,0.0,79674035.13000001,Positif,1,0.0,2,4,27,0.3420542305015918,A (Low Debt),2019-06,80.0,Excellent,0.9999999037327625,0.0,0.0,0.0,0.0,0.0
USR0008,79674045.82000001,11.76,79674034.06,0.9999998523986088,0.0,0.999999999914966,0.0,0.0,0.0,1.073531425441599e-06,0.0,79674034.06,Positif,1,0.0,2,0,36,0.6457237153747171,A (Low Debt),2018-01,55.0,Cukup,0.9999998903030435,0.999999999914966,1.073531425441599e-06,0.0,0.0,0.0
USR0008,79674045.82000001,3.02,79674042.80000001,0.9999999620955612,0.0,0.9999999996688741,0.0,0.0,0.0,2.756857912273494e-07,0.0,79674042.80000001,Positif,1,0.0,4,0,38,0.48118028027408055,A (Low Debt),2018-02,55.0,Cukup,1.0,0.9999999996688741,2.756857912273494e-07,0.0,0.0,0.0
USR0008,2000.0,5.09,1994.91,0.9974549999995013,0.9999999998035364,0.0,0.0,0.0,0.0,0.0,0.0,1994.91,Positif,1,0.0,1,1,46,0.35643703246170005,A (Low Debt),2018-03,79.92,Sehat,0.9974550378074747,0.0,0.0,0.0,0.0,0.0
USR0008,79674045.82000001,92.55000000000001,79673953.27000001,0.9999988383921132,0.8729335494233069,0.12706645056588797,0.0,0.0,0.0,1.073531425441599e-06,0.0,79673953.27000001,Positif,2,0.0,2,3,34,0.5783300933265416,A (Low Debt),2018-04,76.82,Sehat,0.9999988762965094,0.12706645056588797,1.073531425441599e-06,0.0,0.0,0.0
USR0008,79674045.82000001,9.62,79674036.2,0.9999998792580457,0.0,0.9999999998960499,0.0,0.0,0.0,8.781779177506958e-07,0.0,79674036.2,Positif,1,1.0,2,3,43,0.3611801922270892,A (Low Debt),2018-05,55.0,Cukup,0.9999999171624814,0.9999999998960499,8.781779177506958e-07,0.0,0.0,0.0
USR0008,79674045.82000001,14.98,79674030.84,0.9999998119839422,0.0,0.9999999999332443,0.0,0.0,0.0,1.3674745538363226e-06,0.0,79674030.84,Positif,1,0.0,4,0,24,0.5643063014907439,A (Low Debt),2018-08,55.0,Cukup,0.9999998498883753,0.9999999999332443,1.3674745538363226e-06,0.0,0.0,0.0
USR0008,79674045.82000001,54.28,79673991.54,0.9999993187241912,0.10390567427958906,0.896094325701988,0.0,0.0,0.0,4.44018439910539e-06,0.0,79673991.54,Positif,2,0.8960943257184967,2,0,28,0.4372399915480676,A (Low Debt),2018-09,57.6,Cukup,0.9999993566286056,0.896094325701988,4.44018439910539e-06,0.0,0.0,0.0
USR0008,79674045.82000001,20.0,79674025.82000001,0.999999748977226,0.0,0.99999999995,0.0,0.0,0.0,1.8257337167374134e-06,0.0,79674025.82000001,Positif,1,0.0,1,3,44,0.20372012162207676,A (Low Debt),2018-11,55.0,Cukup,0.9999997868816567,0.99999999995,1.8257337167374134e-06,0.0,0.0,0.0
USR0008,79674045.82000001,20.65,79674025.17,0.9999997408189857,0.0,0.9999999999515738,0.0,0.0,0.0,1.8850700625313791e-06,0.0,79674025.17,Positif,1,0.0,2,0,34,0.42403126013477677,A (Low Debt),2018-12,55.0,Cukup,0.9999997787234162,0.9999999999515738,1.8850700625313791e-06,0.0,0.0,0.0
USR0008,79674045.82000001,65.0,79673980.82000001,0.9999991841759844,0.9999999999846153,0.0,0.0,0.0,0.0,0.0,0.0,79673980.82000001,Positif,1,0.0,1,1,46,0.8279409778748862,A (Low Debt),2019-03,80.0,Excellent,0.9999992220803937,0.0,0.0,0.0,0.0,0.0
USR0008,79674045.82000001,13.9,79674031.92,0.999999825539172,0.0,0.9999999999280575,0.0,0.0,0.0,1.2688849331325023e-06,0.0,79674031.92,Positif,1,0.0,1,0,25,0.7573058391655698,A (Low Debt),2019-07,55.0,Cukup,0.9999998634436056,0.9999999999280575,1.2688849331325023e-06,0.0,0.0,0.0
USR0008,79674045.82000001,208.0,79673837.82000001,0.9999973893631501,0.9134615384571468,0.0865384615380455,0.0,0.0,0.0,1.643160345063672e-06,0.0,79673837.82000001,Positif,3,0.0,1,1,35,0.6158720969433562,A (Low Debt),2019-08,77.84,Sehat,0.9999974272674914,0.0865384615380455,1.643160345063672e-06,0.0,0.0,0.0
USR0009,79674045.82000001,79.0,79673966.82000001,0.9999990084600425,0.8227848101161672,0.1772151898711745,0.0,0.0,0.0,1.2780136017161894e-06,0.0,79673966.82000001,Positif,2,0.0,2,3,48,0.7516243076967803,A (Low Debt),2018-02,75.57,Sehat,0.9999990463644451,0.1772151898711745,1.2780136017161894e-06,0.0,0.0,0.0
USR0009,79674045.82000001,16.06,79674029.76,0.9999997984287124,0.9999999999377335,0.0,0.0,0.0,0.0,0.0,0.0,79674029.76,Positif,1,1.0,1,1,52,0.5036724282102509,A (Low Debt),2018-03,80.0,Excellent,0.999999836333145,0.0,0.0,0.0,0.0,0.0
USR0009,79674045.82000001,438.07,79673607.75000001,0.9999945017226691,0.17118268769792228,0.0,0.0,4.557067439756632e-06,0.0004557067439756632,0.0,0.0,79673607.75000001,Positif,2,0.17118268769831305,1,3,37,0.5707261110544048,A (Low Debt),2018-04,80.0,Excellent,0.999994539626901,0.0,0.0,0.0,4.557067439756632e-06,0.0
USR0009,79674045.82000001,20.0,79674025.82000001,0.999999748977226,0.0,0.99999999995,0.0,0.0,0.0,1.8257337167374134e-06,0.0,79674025.82000001,Positif,1,1.0,1,1,20,0.4870817749293937,A (Low Debt),2018-05,55.0,Cukup,0.9999997868816567,0.99999999995,1.8257337167374134e-06,0.0,0.0,0.0
